Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Avg IV"
XLP|20210401|50.00C,XLP,50.00,+23.18%,13.90,15.02,16.15,0.00,0.00,unch,0,0,0.00,82.09%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|55.00C,XLP,55.00,+15.50%,8.15,10.25,12.35,0.00,0.00,unch,0,0,0.00,37.86%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|59.00C,XLP,59.00,+9.36%,4.80,6.32,7.85,0.00,0.00,unch,0,0,0.00,27.25%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|59.50C,XLP,59.50,+8.59%,4.55,5.60,6.65,0.00,0.00,unch,0,0,0.00,17.48%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|60.00C,XLP,60.00,+7.82%,3.50,5.33,7.15,0.00,0.00,unch,0,0,0.00,23.87%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|60.50C,XLP,60.50,+7.05%,3.40,4.95,6.50,0.00,0.00,unch,0,0,0.00,24.81%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|61.00C,XLP,61.00,+6.28%,2.36,4.58,6.80,0.00,0.00,unch,0,0,0.00,25.36%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|61.50C,XLP,61.50,+5.52%,1.50,3.88,6.25,0.00,0.00,unch,0,0,0.00,19.68%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|62.00C,XLP,62.00,+4.75%,0.93,2.94,4.95,0.00,0.00,unch,0,0,0.00,41.05%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|62.50C,XLP,62.50,+3.98%,0.66,2.98,5.30,0.00,0.00,unch,0,0,0.00,17.74%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|63.00C,XLP,63.00,+3.21%,1.36,2.21,3.05,0.00,0.00,unch,0,0,0.00,10.95%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|63.50C,XLP,63.50,+2.44%,0.96,2.08,3.20,0.00,0.00,unch,0,0,0.00,15.04%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|64.00C,XLP,64.00,+1.67%,1.01,1.82,2.63,0.00,0.00,unch,0,0,0.00,15.90%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|64.50C,XLP,64.50,+0.91%,0.65,1.37,2.08,0.00,0.00,unch,0,0,0.00,13.84%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|65.00C,XLP,65.00,+0.14%,0.18,1.49,2.79,1.14,-0.01,-0.87%,6,3,2.00,14.30%,Call,36,04/01/21,02/23/21,14.67%
XLP|20210401|65.50C,XLP,65.50,-0.63%,0.32,0.87,1.41,0.88,-0.17,-16.19%,13,67,0.19,13.69%,Call,36,04/01/21,02/22/21,14.67%
XLP|20210401|66.00C,XLP,66.00,-1.40%,0.33,0.76,1.18,0.53,-0.26,-32.91%,1,32,0.03,14.74%,Call,36,04/01/21,02/22/21,14.67%
XLP|20210401|66.50C,XLP,66.50,-2.17%,0.29,0.64,0.99,0.45,0.45,unch,5,0,0.00,12.75%,Call,36,04/01/21,02/23/21,14.67%
XLP|20210401|67.00C,XLP,67.00,-2.93%,0.18,0.29,0.40,0.35,-0.15,-30.00%,4,5,0.80,12.09%,Call,36,04/01/21,02/22/21,14.67%
XLP|20210401|67.50C,XLP,67.50,-3.70%,0.10,0.20,0.29,0.29,0.04,+16.00%,33,17,1.94,13.75%,Call,36,04/01/21,02/23/21,14.67%
XLP|20210401|68.00C,XLP,68.00,-4.47%,0.05,0.34,0.63,0.22,-0.06,-21.43%,1,5,0.20,16.26%,Call,36,04/01/21,02/19/21,14.67%
XLP|20210401|68.50C,XLP,68.50,-5.24%,0.01,0.21,0.41,0.00,0.00,unch,0,0,0.00,15.18%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|69.00C,XLP,69.00,-6.01%,0.01,1.36,2.70,0.00,0.00,unch,0,0,0.00,35.19%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|69.50C,XLP,69.50,-6.78%,0.03,1.36,2.69,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|70.00C,XLP,70.00,-7.54%,0.01,0.07,0.12,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|70.50C,XLP,70.50,-8.31%,0.02,0.11,0.20,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|71.00C,XLP,71.00,-9.08%,0.01,0.10,0.18,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|71.50C,XLP,71.50,-9.85%,0.01,1.61,3.20,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|72.00C,XLP,72.00,-10.62%,0.01,0.06,0.10,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|72.50C,XLP,72.50,-11.38%,0.01,2.43,4.85,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|73.00C,XLP,73.00,-12.15%,0.01,0.06,0.10,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|75.00C,XLP,75.00,-15.23%,0.01,0.09,0.16,0.00,0.00,unch,0,0,0.00,0.00%,Call,36,04/01/21,N/A,14.67%
XLP|20210401|50.00P,XLP,50.00,-23.18%,0.01,0.10,0.19,0.03,0.03,unch,2,2,1.00,0.00%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|55.00P,XLP,55.00,-15.50%,0.01,1.35,2.69,0.00,0.00,unch,0,0,0.00,0.00%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|59.00P,XLP,59.00,-9.36%,0.04,0.21,0.37,0.00,0.00,unch,0,0,0.00,23.37%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|59.50P,XLP,59.50,-8.59%,0.07,0.26,0.45,0.00,0.00,unch,0,0,0.00,23.33%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|60.00P,XLP,60.00,-7.82%,0.10,0.24,0.38,0.00,0.00,unch,0,0,0.00,21.20%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|60.50P,XLP,60.50,-7.05%,0.07,0.31,0.55,0.00,0.00,unch,0,0,0.00,21.22%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|61.00P,XLP,61.00,-6.28%,0.16,0.40,0.64,0.00,0.00,unch,0,0,0.00,21.34%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|61.50P,XLP,61.50,-5.52%,0.22,0.44,0.65,0.38,0.05,+15.15%,31,"1,020",0.03,20.17%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|62.00P,XLP,62.00,-4.75%,0.10,0.47,0.84,0.00,0.00,unch,0,0,0.00,18.88%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|62.50P,XLP,62.50,-3.98%,0.09,0.60,1.10,0.00,0.00,unch,0,0,0.00,18.90%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|63.00P,XLP,63.00,-3.21%,0.09,1.19,2.30,0.66,0.14,+26.92%,50,61,0.82,25.14%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|63.50P,XLP,63.50,-2.44%,0.22,0.75,1.27,0.77,0.77,unch,16,16,1.00,16.65%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|64.00P,XLP,64.00,-1.67%,0.31,1.05,1.79,0.91,0.91,unch,2,2,1.00,18.17%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|64.50P,XLP,64.50,-0.91%,0.43,1.15,1.86,1.20,1.20,unch,15,15,1.00,16.63%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|65.00P,XLP,65.00,-0.14%,0.62,1.23,1.83,1.26,-0.23,-15.44%,6,29,0.21,15.03%,Put,36,04/01/21,02/23/21,14.67%
XLP|20210401|65.50P,XLP,65.50,+0.63%,0.90,1.69,2.48,1.57,0.23,+17.16%,5,68,0.07,16.95%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|66.00P,XLP,66.00,+1.40%,0.55,1.62,2.68,2.05,0.57,+38.51%,10,30,0.33,12.04%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|66.50P,XLP,66.50,+2.17%,0.40,2.43,4.45,0.00,0.00,unch,0,0,0.00,18.35%,Put,36,04/01/21,N/A,14.67%
XLP|20210401|67.00P,XLP,67.00,+2.93%,0.52,2.71,4.90,2.78,2.78,unch,1,1,1.00,17.47%,Put,36,04/01/21,02/22/21,14.67%
XLP|20210401|67.50P,XLP,67.50,+3.70%,1.71,3.38,5.05,2.54,2.54,unch,1,1,1.00,21.83%,Put,36,04/01/21,02/19/21,14.67%
XLP|20210401|68.00P,XLP,68.00,+4.47%,1.95,3.58,5.20,3.13,3.13,unch,2,2,1.00,19.07%,Put,36,04/01/21,02/19/21,14.67%
XLP|20210401|68.50P,XLP,68.50,+5.24%,1.82,3.21,4.60,3.65,3.65,unch,2,2,1.00,28.77%,Put,36,04/01/21,02/16/21,14.67%
