Date,Adj Close,
2021-02-03,0.01131,
2021-02-04,0.01139,
2021-02-05,0.0117,
2021-02-08,0.0116,
2021-02-09,0.01157,
2021-02-10,0.01133,
2021-02-11,0.01158,
2021-02-12,0.012,
2021-02-16,0.01299,
2021-02-17,0.01301,
2021-02-18,0.01287,
2021-02-19,0.01345,
2021-02-22,0.0137,
2021-02-23,0.01362,
2021-02-24,0.01389,
2021-02-25,0.01518,
2021-02-26,0.0146,
2021-03-01,0.01446,
